Timestamp,Factory_ID,Industry_Type,pH,Nitrate_Concentration,Temperature,Pollution_Flag
2023-01-01 23:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,6.72,6.04,12.28,0
2023-01-02 00:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.81,6.72,12.77,0
2023-01-02 01:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.39,39.13,16.73,1
2023-01-02 02:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,7.67,71.16,18.96,1
2023-01-02 03:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.22,11.47,23.48,0
2023-01-02 04:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.56,17.14,18.0,0
2023-01-02 05:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,7.32,8.68,12.61,1
2023-01-02 06:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.47,17.02,17.7,0
2023-01-02 07:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.74,15.41,16.76,0
2023-01-02 08:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.71,,12.73,0
2023-01-02 09:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.68,4.94,13.23,0
2023-01-02 10:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,8.13,43.86,22.39,1
2023-01-02 11:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,5.47,17.51,17.04,0
2023-01-02 12:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.7,11.76,22.65,0
2023-01-02 13:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.55,17.13,,0
2023-01-02 14:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.94,4.75,12.23,0
2023-01-02 15:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.31,10.37,21.17,0
2023-01-02 16:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.66,14.43,18.0,0
2023-01-02 17:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.35,28.93,23.48,1
2023-01-02 18:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.42,13.62,16.04,0
2023-01-02 19:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.72,4.95,11.98,0
2023-01-02 20:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.63,8.99,23.34,0
2023-01-02 21:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,,10.16,23.03,0
2023-01-02 22:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.56,11.21,22.09,0
2023-01-02 23:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.33,13.9,16.61,0
2023-01-03 00:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,food_processing,6.8,6.94,11.95,0
2023-01-03 01:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,,15.01,17.38,0
2023-01-03 02:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.05,17.93,24.04,1
2023-01-03 03:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,,15.91,17.32,0
2023-01-03 04:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.72,7.08,14.82,0
2023-01-03 05:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.64,5.76,12.53,0
2023-01-03 06:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,3.4,63.5,16.85,1
2023-01-03 07:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.24,13.22,24.58,0
2023-01-03 08:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.54,10.6,,0
2023-01-03 09:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.29,9.05,22.38,0
2023-01-03 10:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.62,5.63,12.59,0
2023-01-03 11:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.43,12.72,24.72,0
2023-01-03 12:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.83,14.94,15.69,0
2023-01-03 13:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,6.32,93.92,17.3,1
2023-01-03 14:00:00,52418865-e64a-495f-b73a-1e599a004de2,textile,7.81,9.44,22.07,0
2023-01-03 15:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,food_processing,6.76,5.94,13.05,0
2023-01-03 16:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.47,8.71,23.77,0
2023-01-03 17:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,6.84,6.47,12.95,0
2023-01-03 18:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,6.43,5.74,12.75,0
2023-01-03 19:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.29,11.66,22.06,0
2023-01-03 20:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.49,10.04,23.72,0
2023-01-03 21:00:00,52418865-e64a-495f-b73a-1e599a004de2,textile,,,21.15,0
2023-01-03 22:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,food_processing,7.09,4.41,12.69,0
2023-01-03 23:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,6.67,28.69,23.47,1
2023-01-04 00:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,6.8,9.18,13.1,0
2023-01-04 01:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.6,12.87,22.29,0
2023-01-04 02:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.0,56.13,16.2,1
2023-01-04 03:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.14,10.31,24.44,0
2023-01-04 04:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,5.66,14.47,17.71,0
2023-01-04 05:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.39,13.82,15.91,0
2023-01-04 06:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,food_processing,6.75,5.88,,0
2023-01-04 07:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.77,3.51,12.77,0
2023-01-04 08:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,5.53,17.11,18.23,0
2023-01-04 09:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.31,8.01,23.39,0
2023-01-04 10:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.64,4.28,,0
2023-01-04 11:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,5.35,,19.36,0
2023-01-04 12:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,3.49,77.02,15.35,1
2023-01-04 13:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,7.02,6.48,,0
2023-01-04 14:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,,15.08,15.5,0
2023-01-04 15:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,5.6,16.8,14.81,0
2023-01-04 16:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.29,10.25,22.15,0
2023-01-04 17:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,chemical,5.62,15.52,,0
2023-01-04 18:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.62,11.8,23.3,0
2023-01-04 19:00:00,52418865-e64a-495f-b73a-1e599a004de2,textile,7.51,,21.97,0
2023-01-04 20:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.43,11.45,23.28,0
2023-01-04 21:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,chemical,5.74,16.36,14.91,0
2023-01-04 22:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,7.16,5.79,14.0,0
2023-01-04 23:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,6.83,4.25,,0
2023-01-05 00:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,food_processing,7.36,8.89,12.72,1
2023-01-05 01:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.69,9.33,21.42,0
2023-01-05 02:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,chemical,7.75,89.56,17.97,1
2023-01-05 03:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.63,10.74,22.31,0
2023-01-05 04:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,5.51,,16.04,0
2023-01-05 05:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.78,12.58,24.94,0
2023-01-05 06:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.68,8.11,12.23,0
2023-01-05 07:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.46,10.47,22.49,0
2023-01-05 08:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.82,,,0
2023-01-05 09:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.16,9.26,23.85,0
2023-01-05 10:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.37,14.94,19.26,0
2023-01-05 11:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,6.95,26.04,22.43,1
2023-01-05 12:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,,17.13,16.47,0
2023-01-05 13:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,chemical,5.96,14.66,18.74,0
2023-01-05 14:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,5.78,15.53,15.78,0
2023-01-05 15:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,6.64,5.15,12.8,0
2023-01-05 16:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,chemical,5.26,15.03,18.29,0
2023-01-05 17:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.47,9.33,,0
2023-01-05 18:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.91,4.28,10.56,1
2023-01-05 19:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.49,14.53,16.94,0
2023-01-05 20:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.17,9.94,23.63,0
2023-01-05 21:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,,18.96,17.48,0
2023-01-05 22:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.95,16.38,15.52,0
2023-01-05 23:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.02,21.73,22.13,1
2023-01-06 00:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.93,6.93,13.44,0
2023-01-06 01:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.84,44.73,18.38,1
2023-01-06 02:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.22,,23.28,1
2023-01-06 03:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,chemical,6.3,85.33,18.96,1
2023-01-06 04:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,7.23,7.96,13.01,1
2023-01-06 05:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,5.9,17.24,,0
2023-01-06 06:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.32,,21.26,0
2023-01-06 07:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.47,11.52,21.22,0
2023-01-06 08:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,3.42,54.58,17.03,1
2023-01-06 09:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.47,12.52,23.52,0
2023-01-06 10:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,5.05,14.98,,0
2023-01-06 11:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.36,8.3,22.48,0
2023-01-06 12:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.52,15.93,17.71,0
2023-01-06 13:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.65,3.86,12.45,0
2023-01-06 14:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.43,11.46,22.1,0
2023-01-06 15:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,,11.3,23.54,0
2023-01-06 16:00:00,52418865-e64a-495f-b73a-1e599a004de2,textile,7.5,,24.08,0
2023-01-06 17:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.44,11.59,23.34,0
2023-01-06 18:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.5,15.67,17.26,0
2023-01-06 19:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,7.06,5.72,13.68,0
2023-01-06 20:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,7.2,8.82,14.24,1
2023-01-06 21:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.81,7.24,11.3,0
2023-01-06 22:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,5.3,15.28,17.09,0
2023-01-06 23:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,chemical,,14.57,18.2,0
2023-01-07 00:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.29,16.67,18.1,0
2023-01-07 01:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.53,10.16,21.64,0
2023-01-07 02:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.71,7.45,11.84,0
2023-01-07 03:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,7.11,5.56,14.78,0
2023-01-07 04:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,food_processing,6.62,3.87,10.39,0
2023-01-07 05:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.54,11.12,23.3,0
2023-01-07 06:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,,,15.08,0
2023-01-07 07:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.58,10.77,23.28,0
2023-01-07 08:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,,14.51,15.93,0
2023-01-07 09:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.88,5.45,12.59,0
2023-01-07 10:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.99,4.16,14.32,0
2023-01-07 11:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,7.23,8.12,11.78,0
2023-01-07 12:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.46,30.59,21.91,1
2023-01-07 13:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.53,29.65,21.51,1
2023-01-07 14:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.71,9.23,23.98,0
2023-01-07 15:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.28,10.52,24.3,0
2023-01-07 16:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,,,17.76,0
2023-01-07 17:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.67,29.88,23.02,1
2023-01-07 18:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.43,11.7,22.11,0
2023-01-07 19:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,food_processing,6.94,8.76,12.99,0
2023-01-07 20:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,5.68,19.08,18.64,0
2023-01-07 21:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.61,5.13,12.29,0
2023-01-07 22:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,food_processing,6.57,12.44,14.0,1
2023-01-07 23:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,,11.7,12.16,1
2023-01-08 00:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.68,5.47,13.12,0
2023-01-08 01:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,8.31,28.05,23.39,1
2023-01-08 02:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.08,12.09,23.81,0
2023-01-08 03:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.87,17.37,,0
2023-01-08 04:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,chemical,5.91,13.03,16.71,0
2023-01-08 05:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,6.93,5.68,13.18,0
2023-01-08 06:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,,4.49,11.6,0
2023-01-08 07:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,,10.02,24.77,0
2023-01-08 08:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.36,17.47,15.72,0
2023-01-08 09:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,6.57,4.72,14.46,0
2023-01-08 10:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.5,11.9,23.22,0
2023-01-08 11:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.78,11.97,21.2,0
2023-01-08 12:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,food_processing,6.69,6.32,12.89,0
2023-01-08 13:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,food_processing,7.04,3.42,12.77,0
2023-01-08 14:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.5,10.29,20.51,0
2023-01-08 15:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.94,,13.97,1
2023-01-08 16:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.52,12.06,16.86,0
2023-01-08 17:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,chemical,5.72,14.1,15.16,0
2023-01-08 18:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.57,11.83,22.97,0
2023-01-08 19:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.48,14.24,13.37,1
2023-01-08 20:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.19,14.24,23.65,0
2023-01-08 21:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,chemical,7.05,100.0,18.03,1
2023-01-08 22:00:00,52418865-e64a-495f-b73a-1e599a004de2,textile,7.56,11.15,24.32,0
2023-01-08 23:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,6.66,4.08,12.6,0
2023-01-09 00:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.43,15.44,17.23,0
2023-01-09 01:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,,8.67,20.95,0
2023-01-09 02:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,food_processing,7.3,6.34,12.16,0
2023-01-09 03:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.14,22.7,23.36,1
2023-01-09 04:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.69,11.01,22.22,0
2023-01-09 05:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.44,,20.45,0
2023-01-09 06:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.36,10.94,22.32,0
2023-01-09 07:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.61,3.66,14.07,0
2023-01-09 08:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,textile,7.62,10.39,24.27,0
2023-01-09 09:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.74,10.77,26.57,0
2023-01-09 10:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.48,10.86,22.16,0
2023-01-09 11:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,chemical,5.4,14.55,17.29,0
2023-01-09 12:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.43,6.98,12.47,0
2023-01-09 13:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.99,53.97,17.41,1
2023-01-09 14:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,6.65,79.82,16.42,1
2023-01-09 15:00:00,ebb14d3f-52a8-4a7e-a17b-791013e22ff5,chemical,5.96,14.94,16.62,0
2023-01-09 16:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.47,11.08,,0
2023-01-09 17:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.47,13.18,22.03,0
2023-01-09 18:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,6.84,31.79,21.48,1
2023-01-09 19:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.56,8.31,23.43,0
2023-01-09 20:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.88,6.95,12.07,0
2023-01-09 21:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.52,13.11,17.97,0
2023-01-09 22:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.52,10.24,22.68,0
2023-01-09 23:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.84,8.84,22.74,0
2023-01-10 00:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,chemical,,15.95,15.14,0
2023-01-10 01:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.82,11.81,26.07,0
2023-01-10 02:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.85,37.78,23.97,1
2023-01-10 03:00:00,0bc01289-4778-4ac9-9404-1b6004194229,textile,7.52,9.01,23.35,0
2023-01-10 04:00:00,0bc01289-4778-4ac9-9404-1b6004194229,chemical,5.46,17.5,16.79,0
2023-01-10 05:00:00,52418865-e64a-495f-b73a-1e599a004de2,food_processing,6.76,3.88,11.57,0
2023-01-10 06:00:00,4681bc14-4af9-46c8-8d1b-bb8b7877f1cc,textile,7.51,9.35,21.72,0
2023-01-10 07:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.76,11.19,23.11,0
2023-01-10 08:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,food_processing,6.72,5.9,13.1,0
2023-01-10 09:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.69,9.59,22.42,0
2023-01-10 10:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,food_processing,7.08,3.67,13.38,0
2023-01-10 11:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,textile,7.46,11.09,22.23,0
2023-01-10 12:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.37,6.59,23.27,0
2023-01-10 13:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,textile,7.15,10.08,24.31,0
2023-01-10 14:00:00,dc40083a-1d5a-4f32-a4aa-3603203399bb,chemical,5.46,15.99,16.08,0
2023-01-10 15:00:00,02ea9e81-da98-48dc-9900-d181d06fb13f,chemical,6.14,15.34,16.73,0
2023-01-10 16:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,7.21,11.46,22.74,0
2023-01-10 17:00:00,6aeb39e2-036e-4b9b-9013-1052da5a21c3,textile,7.39,8.84,21.76,0
2023-01-10 18:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.97,13.33,16.81,0
2023-01-10 19:00:00,5cfe53dc-e7a8-44ff-9f81-cc3642b592d5,textile,7.65,11.92,23.42,0
2023-01-10 20:00:00,0bc01289-4778-4ac9-9404-1b6004194229,food_processing,6.74,,12.55,0
2023-01-10 21:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,5.01,13.6,16.17,0
2023-01-10 22:00:00,50eced4d-3f66-4e18-aa8a-7b93ba9a8b95,textile,,10.57,21.7,0
2023-01-10 23:00:00,52418865-e64a-495f-b73a-1e599a004de2,chemical,4.37,82.48,16.85,1
2023-01-11 00:00:00,bf2f93e7-a732-4f2b-8252-72b9b7477bed,textile,7.65,9.83,23.12,0
